title;price;location;link
Apartament PR-8;384020;Łodz;https://www.otodom.pl/pl/oferta/apartament-pr-8-ID4d3NG.html?
Kawalerka inwestycyjna Piotrkowska przy Katedrze;243500;Łodz;https://www.olx.pl/d/oferta/kawalerka-inwestycyjna-piotrkowska-przy-katedrze-CID3-IDM7zLe.html#7302a805a1
Cztery pokoje/pierwsze pietro;316000;Łodz;https://www.otodom.pl/pl/oferta/cztery-pokoje-pierwsze-pietro-ID4cUHH.html?
Mieszkanie z ogrodkiem w scisłym Srodmiesciu (Kilinskiego/Nawrot);358800;Łodz;https://www.olx.pl/d/oferta/mieszkanie-z-ogrodkiem-w-scislym-srodmiesciu-kilinskiego-nawrot-CID3-IDLBuxl.html#7302a805a1
Rozkładowe mieszkanie M-3 do odswiezenia Teofilow;307000;Łodz;https://www.otodom.pl/pl/oferta/rozkladowe-mieszkanie-m-3-do-odswiezenia-teofilow-ID4dHNb.html?
Mieszkanie 2 pokojowe, 45m2, wyremontowane;390000;Łodz;https://www.olx.pl/d/oferta/mieszkanie-2-pokojowe-45m2-wyremontowane-CID3-IDMpLLt.html#7302a805a1
dwie kawalerki pakiet centrum Łodz mieszkanie kawalerka gotowe;325000;Łodz;https://www.olx.pl/d/oferta/dwie-kawalerki-pakiet-centrum-lodz-mieszkanie-kawalerka-gotowe-CID3-IDMpHkE.html#7302a805a1
Sprzedam mieszkanie;325000;Łodz;https://www.olx.pl/d/oferta/sprzedam-mieszkanie-CID3-IDMpC6E.html#7302a805a1
Julianow mieszkanie 60m2 + 60m2 piwnica do adaptacji, ogrodek, garaz;450000;Łodz;https://www.olx.pl/d/oferta/julianow-mieszkanie-60m2-60m2-piwnica-do-adaptacji-ogrodek-garaz-CID3-IDMpAi8.html#7302a805a1
Atrakcyjne 35 m 2 , II p. ,2 pokoje, piekna okolica /bezposrrednio;245000;Łodz;https://www.olx.pl/d/oferta/atrakcyjne-35-m-2-ii-p-2-pokoje-piekna-okolica-bezposrrednio-CID3-IDM5t8X.html#7302a805a1
2 pokoje, ul Gwiazdowa, 1 pietro, balkon, winda, karolew/retkinia;315000;Łodz;https://www.olx.pl/d/oferta/2-pokoje-ul-gwiazdowa-1-pietro-balkon-winda-karolew-retkinia-CID3-IDLXW3A.html#7302a805a1
50m2 w centrum miasta - do remontu - mozliwosc podziału;230000;Łodz;https://www.olx.pl/d/oferta/50m2-w-centrum-miasta-do-remontu-mozliwosc-podzialu-CID3-IDMpunF.html#7302a805a1
Mieszkanie 2 pokojowe na Polesiu, 57 m2;257000;Łodz;https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-na-polesiu-57-m2-ID4e6Hb.html?
Promocja Mieszkanie / Atrakcyjna Kawalerka w Centrum Łodzi;234000;Łodz;https://www.olx.pl/d/oferta/promocja-mieszkanie-atrakcyjna-kawalerka-w-centrum-lodzi-CID3-IDLXTRw.html#7302a805a1
20m2 generalny remont wszystko nowe;135000;Katowice;https://www.olx.pl/d/oferta/20m2-generalny-remont-wszystko-nowe-CID3-IDLxeNo.html#6933cd3332
Ustawne 4 pokoje z winda, gotowe do zamieszkania, Centrum Podchorazych;549000;Katowice;https://www.olx.pl/d/oferta/ustawne-4-pokoje-z-winda-gotowe-do-zamieszkania-centrum-podchorazych-CID3-IDKBZTy.html#6933cd3332
Piekne 2 pokoje po remoncie. Niski czynsz.;359000;Katowice;https://www.olx.pl/d/oferta/piekne-2-pokoje-po-remoncie-niski-czynsz-CID3-IDKLLS7.html#6933cd3332
Okazja! Mieszkanie z balkonem w ocieplonym bloku z CO na 2 pietrze.;189500;Katowice;https://www.olx.pl/d/oferta/okazja-mieszkanie-z-balkonem-w-ocieplonym-bloku-z-co-na-2-pietrze-CID3-IDMe6WR.html#6933cd3332
nowoczesne wykonczone mieszkanie,  apartament, Brynow, Fitelberga 17;529000;Katowice;https://www.olx.pl/d/oferta/nowoczesne-wykonczone-mieszkanie-apartament-brynow-fitelberga-17-CID3-IDIa8X7.html#6933cd3332
Katowice Broniewskiego 2pokoje BEZ PROWIZJI;273000;Katowice;https://www.otodom.pl/pl/oferta/katowice-broniewskiego-2pokoje-bez-prowizji-ID4e5i0.html?
✔2 pokoje w samym CENTRUM Katowic✔;282000;Katowice;https://www.otodom.pl/pl/oferta/2-pokoje-w-samym-centrum-katowic-ID4e5he.html?
Okazja! Przestronne 2 pokoje Katowice Ligota;299990;Katowice;https://www.otodom.pl/pl/oferta/okazja-przestronne-2-pokoje-katowice-ligota-ID4dEcb.html?
3 pokojowe, Os.Tysiaclecia Katowice 2 balkony;410000;Katowice;https://www.otodom.pl/pl/oferta/3-pokojowe-os-tysiaclecia-katowice-2-balkony-ID4dM2Z.html?
3-Pokojowe Mieszkanie - Katowice, Kotlarza;339900;Katowice;https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-katowice-kotlarza-ID4c5zp.html?
2-Pokojowe Mieszkanie W Katowicach – Osiedle Witos;230000;Katowice;https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-w-katowicach-osiedle-witos-ID4dIdO.html?
Nieruchomosc w zabytkowej kamienicy w sercu miasta;930000;Katowice;https://www.otodom.pl/pl/oferta/nieruchomosc-w-zabytkowej-kamienicy-w-sercu-miasta-ID44XbY.html?
M-3 z ogrodkiem. Katowice Giszowiec. SPRAWDZ!!!;269000;Katowice;https://www.otodom.pl/pl/oferta/m-3-z-ogrodkiem-katowice-giszowiec-sprawdz-ID4dbjO.html?
Mieszkania od dewelopera nowa inwestycja Katowice!;432000;Katowice;https://www.otodom.pl/pl/oferta/mieszkania-od-dewelopera-nowa-inwestycja-katowice-ID4e4X5.html?
Mieszkanie 2 pokojowe ul. Witosa;274000;Katowice;https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-ul-witosa-ID4e4UI.html?
Os. Paderewskiego - 50m do Parku!;339000;Katowice;https://www.otodom.pl/pl/oferta/os-paderewskiego-50m-do-parku-ID4e4T4.html?
Mieszkanie, 53 m2, Katowice;289000;Katowice;https://www.otodom.pl/pl/oferta/mieszkanie-53-m-katowice-ID4e2BT.html?
Mieszkanie na sprzedaz. Trzy niezalezne pokoje. Katowice - Giszowiec.;325000;Katowice;https://www.olx.pl/d/oferta/mieszkanie-na-sprzedaz-trzy-niezalezne-pokoje-katowice-giszowiec-CID3-IDM8JOF.html#6933cd3332
Piekne 2 pokoje po remoncie. Niski czynsz.;359000;Katowice;https://www.olx.pl/d/oferta/piekne-2-pokoje-po-remoncie-niski-czynsz-CID3-IDKLLS7.html#6933cd3332
Mieszkanie na sprzedaz;340000;Katowice;https://www.olx.pl/d/oferta/mieszkanie-na-sprzedaz-CID3-IDM9xiy.html#6933cd3332
Kawalerka inwestycyjna po remoncie . Bez posrednikow;320000;Katowice;https://www.olx.pl/d/oferta/kawalerka-inwestycyjna-po-remoncie-bez-posrednikow-CID3-IDM7zNN.html#6933cd3332
Nowe Wykonczone Mieszkanie - Os. Franciszkanskie!;655000;Katowice;https://www.otodom.pl/pl/oferta/nowe-wykonczone-mieszkanie-os-franciszkanskie-ID4dQtl.html?
Nowe Wykonczone Mieszkanie - Os. Franciszkanskie!;655000;Katowice;https://www.otodom.pl/pl/oferta/nowe-wykonczone-mieszkanie-os-franciszkanskie-ID4dQtq.html?
Idealne na lokal/biuro w scisłym centrum Katowic;920000;Katowice;https://www.otodom.pl/pl/oferta/idealne-na-lokal-biuro-w-scislym-centrum-katowic-ID49YjE.html?
Mieszkanie, 40,58 m2, Katowice;299000;Katowice;https://www.otodom.pl/pl/oferta/mieszkanie-40-58-m-katowice-ID4e3W1.html?
Mieszkanie, 37,23 m2, Katowice;289900;Katowice;https://www.otodom.pl/pl/oferta/mieszkanie-37-23-m-katowice-ID4dKYm.html?
mieszkanie na sprzedaz od zaraz;295000;Katowice;https://www.olx.pl/d/oferta/mieszkanie-na-sprzedaz-od-zaraz-CID3-IDLZSHi.html#6933cd3332
Mieszkanie na sprzedaz - Katowice os. Witosa - 3 pokoje - 61m2;369000;Katowice;https://www.olx.pl/d/oferta/mieszkanie-na-sprzedaz-katowice-os-witosa-3-pokoje-61m2-CID3-IDL26EI.html#6933cd3332
Mieszkanie Giszowiec;229000;Katowice;https://www.olx.pl/d/oferta/mieszkanie-giszowiec-CID3-IDM7SAT.html#6933cd3332
Spokojne, przytulne z duzym ogrodem i garazem;550000;Katowice;https://www.olx.pl/d/oferta/spokojne-przytulne-z-duzym-ogrodem-i-garazem-CID3-IDMmfaN.html#6933cd3332
Spokojne, przytulne z duzym ogrodem i garazem;550000;Katowice;https://www.otodom.pl/pl/oferta/spokojne-przytulne-z-duzym-ogrodem-i-garazem-ID4e4tE.html?
Kawalerka w samym centrum Katowic - klimatyzacja, windy;314656.94;Katowice;https://www.olx.pl/d/oferta/kawalerka-w-samym-centrum-katowic-klimatyzacja-windy-CID3-IDKxe4b.html#6933cd3332
Kawalerka z klimatyzacja, idealna pod zakup inwestycyjny!;272123.56;Katowice;https://www.olx.pl/d/oferta/kawalerka-z-klimatyzacja-idealna-pod-zakup-inwestycyjny-CID3-IDL6tgf.html#6933cd3332
Luksusowy apartament na osiedlu Wille Parkowa;1250000;Katowice;https://www.otodom.pl/pl/oferta/luksusowy-apartament-na-osiedlu-wille-parkowa-ID4e4qF.html?
3 pokoje z 21m2 tarasem;295000;Katowice;https://www.otodom.pl/pl/oferta/3-pokoje-z-21m2-tarasem-ID3WYny.html?
Nowe mieszkanie, bezposrednio od Własciciela. Os. Franciszkanskie.;655000;Katowice;https://www.olx.pl/d/oferta/nowe-mieszkanie-bezposrednio-od-wlasciciela-os-franciszkanskie-CID3-IDLXd5i.html#6933cd3332
2 pokoje po remoncie 5min od Silesia wyposazone;225500;Katowice;https://www.otodom.pl/pl/oferta/2-pokoje-po-remoncie-5min-od-silesia-wyposazone-ID4e325.html?
Nowe mieszkania rynek pierwotny;644900.4;Katowice;https://www.otodom.pl/pl/oferta/nowe-mieszkania-rynek-pierwotny-ID4dRxf.html?
Idealne Pod Inwestycje!;257991;Katowice;https://www.otodom.pl/pl/oferta/idealne-pod-inwestycje-ID4cRNF.html?
Do remontu!Swietny układ!!Katowice;310000;Katowice;https://www.otodom.pl/pl/oferta/do-remontu-swietny-uklad-katowice-ID4e3o6.html?
Mieszkanie 3 pokoje na sprzedaz, Koszutka!!;540000;Katowice;https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-na-sprzedaz-koszutka-ID4e3pb.html?
Przutulne mieszkanie 38m2;220000;Katowice;https://www.olx.pl/d/oferta/przutulne-mieszkanie-38m2-CID3-IDKawQV.html#6933cd3332
Sprzedam 3 pokoje, rozkładowe, duzy balkon;425000;Katowice;https://www.otodom.pl/pl/oferta/sprzedam-3-pokoje-rozkladowe-duzy-balkon-ID4dSqy.html?
Mieszkanie 37m2 na 1 pietrze w Katowicach Piotrowicach;279000;Katowice;https://www.olx.pl/d/oferta/mieszkanie-37m2-na-1-pietrze-w-katowicach-piotrowicach-CID3-IDLYnNi.html#6933cd3332
Nowe budownictwo Weglinek 2 Pokoje;346000;Lublin;https://www.otodom.pl/pl/oferta/nowe-budownictwo-weglinek-2-pokoje-ID48ZIF.html?
Mieszkanie apartament Sławinin BOTANIK;549000;Lublin;https://www.olx.pl/d/oferta/mieszkanie-apartament-slawinin-botanik-CID3-IDMbMOP.html#b9748fcbd3
2 pok 47m z lokatorem;299000;Lublin;https://www.olx.pl/d/oferta/2-pok-47m-z-lokatorem-CID3-IDMpp3U.html#b9748fcbd3
4 pokoje, wykonczone pod klucz, Przy Jantarowej, Weglinek;619000;Lublin;https://www.olx.pl/d/oferta/4-pokoje-wykonczone-pod-klucz-przy-jantarowej-weglinek-CID3-IDLoCIX.html#b9748fcbd3
ul. Zamojska 39, klimatyczne mieszkanie w samym centrum.;329777;Lublin;https://www.olx.pl/d/oferta/ul-zamojska-39-klimatyczne-mieszkanie-w-samym-centrum-CID3-IDKg59t.html#b9748fcbd3
Osiedle Maki, dwa pokoje, 32 m;235000;Lublin;https://www.otodom.pl/pl/oferta/osiedle-maki-dwa-pokoje-32-m-ID4e673.html?
Mieszkanie 2 pokoje 47.74 m, Wrotkow;390000;Lublin;https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-47-74-m-wrotkow-ID4e66N.html?
Przestronne, słoneczne mieszkanie w nowym budownic;579000;Lublin;https://www.otodom.pl/pl/oferta/przestronne-sloneczne-mieszkanie-w-nowym-budownic-ID4dNPX.html?
Mieszkanie 2 pokoje Sławinek !!!;295000;Lublin;https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-slawinek-ID4dSev.html?
mieszkanie w kamienicy Pod Klucz;310000;Lublin;https://www.otodom.pl/pl/oferta/mieszkanie-w-kamienicy-pod-klucz-ID4dQgb.html?
Kawalerka Lsm;319000;Lublin;https://www.otodom.pl/pl/oferta/kawalerka-lsm-ID4d03H.html?
Dwupokojowe mieszkanie po generalnym remoncie.;460000;Lublin;https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-po-generalnym-remoncie-ID4dNPW.html?
SPRZEDAM mieszkanie;269000;Lublin;https://www.olx.pl/d/oferta/sprzedam-mieszkanie-CID3-IDMokWY.html#b9748fcbd3
Sprzedam/zamienie mieszkanie;270000;Lublin;https://www.olx.pl/d/oferta/sprzedam-zamienie-mieszkanie-CID3-IDGbxaw.html#b9748fcbd3
Lublin, Tatary, Montazowa;333000;Lublin;https://www.otodom.pl/pl/oferta/lublin-tatary-montazowa-ID4e60Y.html?
Czechow Lublin 60m;448000;Lublin;https://www.olx.pl/d/oferta/czechow-lublin-60m-CID3-IDIqUIL.html#b9748fcbd3
sprzedam 2-pokojowe z klimatyzacja!;393000;Lublin;https://www.otodom.pl/pl/oferta/sprzedam-2-pokojowe-z-klimatyzacja-ID4dqNR.html?
Komfortowe mieszkanie ul. Dozynkowa;599000;Lublin;https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-ul-dozynkowa-ID4bp7D.html?
Mieszkanie do odnowienia os. Nałkowskich;290000;Lublin;https://www.olx.pl/d/oferta/mieszkanie-do-odnowienia-os-nalkowskich-CID3-IDM9Oe0.html#b9748fcbd3
Mieszkanie 2 pokoje 32m2 - Lsm;276000;Lublin;https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-32m2-lsm-ID4cumx.html?
4 pokoje, 91m2, dwa balkony, Czuby Połnocne, 2006;819000;Lublin;https://www.otodom.pl/pl/oferta/4-pokoje-91m2-dwa-balkony-czuby-polnocne-2006-ID4e5Vq.html?
Dwa pokoje o powierzchni 60m2 na Bronowicach;360000;Lublin;https://www.otodom.pl/pl/oferta/dwa-pokoje-o-powierzchni-60m2-na-bronowicach-ID4dNwO.html?
3 pokoje Czuby;469000;Lublin;https://www.otodom.pl/pl/oferta/3-pokoje-czuby-ID4dVh7.html?
Inwestycyjne mieszkanie przy ul. Bursztynowej;290000;Lublin;https://www.otodom.pl/pl/oferta/inwestycyjne-mieszkanie-przy-ul-bursztynowej-ID4dSYK.html?
* Apartament w centrum * Active Residence 0% Pcc!;690580;Lublin;https://www.otodom.pl/pl/oferta/apartament-w-centrum-active-residence-0-pcc-ID4e4aV.html?
* Kawalerka w centrum * Active Residence 0% Pcc!;434642;Lublin;https://www.otodom.pl/pl/oferta/kawalerka-w-centrum-active-residence-0-pcc-ID4e3WU.html?
Widne mieszkanie w przystepnej cenie!;464100;Lublin;https://www.otodom.pl/pl/oferta/widne-mieszkanie-w-przystepnej-cenie-ID4e5AY.html?
kawalerka z widokiem;249000;Lublin;https://www.olx.pl/d/oferta/kawalerka-z-widokiem-CID3-IDLtkSY.html#b9748fcbd3
Piekne mieszkanie na Felinie;420000;Lublin;https://www.olx.pl/d/oferta/piekne-mieszkanie-na-felinie-CID3-IDMhwcT.html#b9748fcbd3
Mieszkanie 3 Pokojowe Os. Wrotkow 48M2;325000;Lublin;https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-os-wrotkow-48m2-ID4cSUl.html?
Rodzinne 3 pokoje blisko centrum;365000;Lublin;https://www.otodom.pl/pl/oferta/rodzinne-3-pokoje-blisko-centrum-ID4dQ9l.html?
Sprzedam mieszkanie ul. Godebskiego 1 62m2;490000;Lublin;https://www.olx.pl/d/oferta/sprzedam-mieszkanie-ul-godebskiego-1-62m2-CID3-IDLyDXN.html#b9748fcbd3
Mieszkanie, 3 pok., 63 m2, ul. Tymiankowa;380000;Lublin;https://www.otodom.pl/pl/oferta/mieszkanie-3-pok-63-m2-ul-tymiankowa-ID4e5Gj.html?
Sprzedam mieszkanie 54 m/kw;450000;Lublin;https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-54-m-kw-ID4cLIs.html?
**Wrotkow** 3 Pokoje z pieknym widokiem **;299000;Lublin;https://www.otodom.pl/pl/oferta/wrotkow-3-pokoje-z-pieknym-widokiem-ID4dr4r.html?
** 3 pokoje * rozkładowe * duzy balkon **;399000;Lublin;https://www.otodom.pl/pl/oferta/3-pokoje-rozkladowe-duzy-balkon-ID4aZrV.html?
**komfort*wszystko nowe*wejsc i zamieszkac**;460000;Lublin;https://www.otodom.pl/pl/oferta/komfortwszystko-nowewejsc-i-zamieszkac-ID4dQub.html?
**ciekawy design*komfortowe*4 pokoje**;585000;Lublin;https://www.otodom.pl/pl/oferta/ciekawy-designkomfortowe4-pokoje-ID4d2fl.html?
***Komfortowe*ciekawy design*1 pietro***;460000;Lublin;https://www.otodom.pl/pl/oferta/komfortoweciekawy-design1-pietro-ID4e53M.html?
*nadbudowa z 2006r*komfortowe*4 pokoje*;540000;Lublin;https://www.otodom.pl/pl/oferta/nadbudowa-z-2006rkomfortowe4-pokoje-ID4aQ1u.html?
***Lsm*dwustronne*4 Pokoje**inwestycja**;460000;Lublin;https://www.otodom.pl/pl/oferta/lsmdwustronne4-pokojeinwestycja-ID4e5ah.html?
** 3 pokoje * deweloperka * duzy balkon **;385000;Lublin;https://www.otodom.pl/pl/oferta/3-pokoje-deweloperka-duzy-balkon-ID4dQ3v.html?
Parter* duzy balkon*działka;295000;Lublin;https://www.otodom.pl/pl/oferta/parter-duzy-balkondzialka-ID4dNvH.html?
*** dwustronne*rozkład*balkon*3 pokoje***;310000;Lublin;https://www.otodom.pl/pl/oferta/dwustronnerozkladbalkon3-pokoje-ID4dDdC.html?
4 pokojowe na Bacieczkach - stan deweloperski, strych, m.postojowe;529000;Białystok;https://www.olx.pl/d/oferta/4-pokojowe-na-bacieczkach-stan-deweloperski-strych-m-postojowe-CID3-IDMkmyZ.html#13b24bb71a
Kameralne osiedle **WYZSZY STANDARD** polecam !;479000;Białystok;https://www.olx.pl/d/oferta/kameralne-osiedle-wyzszy-standard-polecam-CID3-IDMiWMO.html#13b24bb71a
Apartament na sprzedaz, wysoki standard, Białystok, Młynowa;405000;Białystok;https://www.olx.pl/d/oferta/apartament-na-sprzedaz-wysoki-standard-bialystok-mlynowa-CID3-IDMiyvM.html#13b24bb71a
"Nowe mieszkanie nr 412 ""MODZELEWSKIEGO BUDYNEK C1"" Białystok";226200;Białystok;https://www.olx.pl/d/oferta/nowe-mieszkanie-nr-412-modzelewskiego-budynek-c1-bialystok-CID3-IDLJ1Uc.html#13b24bb71a
"Nowe mieszkanie nr 506 ""MODZELEWSKIEGO BUDYNEK C1"" Białystok";224250;Białystok;https://www.olx.pl/d/oferta/nowe-mieszkanie-nr-506-modzelewskiego-budynek-c1-bialystok-CID3-IDM0ggK.html#13b24bb71a
Malmeda | 50mkw | IIIp | balkon;319000;Białystok;https://www.otodom.pl/pl/oferta/malmeda-50mkw-iiip-balkon-ID4e2EN.html?
Wygodne, Atrakcyjne Mieszkanie Os. Wysoki Stoczek;320000;Białystok;https://www.otodom.pl/pl/oferta/wygodne-atrakcyjne-mieszkanie-os-wysoki-stoczek-ID4cQnX.html?
4-pokoje_77,5m2_II p_Rumiankowa_Białystok;389000;Białystok;https://www.otodom.pl/pl/oferta/4-pokoje-77-5m2-ii-p-rumiankowa-bialystok-ID4aJk0.html?
Atrakcyjne Mieszkanie Na Nowym Miescie 56,36 m2;360000;Białystok;https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-na-nowym-miescie-56-36-m2-ID4dxRl.html?
**Wykonczone 85M**;479900;Białystok;https://www.otodom.pl/pl/oferta/wykonczone-85m-ID47AQE.html?
Scisłe centrum, 2 pokoje z tarasem  inwestycja komorka, garazem;549000;Białystok;https://www.olx.pl/d/oferta/scisle-centrum-2-pokoje-z-tarasem-inwestycja-komorka-garazem-CID3-IDHoZxR.html#13b24bb71a
Scisłe centrum, 2 pokoje, inwestycja, bezposrednio;342000;Białystok;https://www.olx.pl/d/oferta/scisle-centrum-2-pokoje-inwestycja-bezposrednio-CID3-IDG1Ymz.html#13b24bb71a
2 duze pokoje, Centrum, 50,7 mkw, 2 pietro;314000;Białystok;https://www.otodom.pl/pl/oferta/2-duze-pokoje-centrum-50-7-mkw-2-pietro-ID4dd84.html?
50m2 ul.Kolejowa ,ładne przestrone,cegła dwustrone;376000;Białystok;https://www.otodom.pl/pl/oferta/50m2-ul-kolejowa-ladne-przestrone-cegla-dwustrone-ID4e2Ar.html?
**Idealne mieszkanie blisko Centrum*Antoniukowska*;309000;Białystok;https://www.otodom.pl/pl/oferta/idealne-mieszkanie-blisko-centrumantoniukowska-ID4dJeJ.html?
mieszkanie na sprzedaz;375000;Białystok;https://www.olx.pl/d/oferta/mieszkanie-na-sprzedaz-CID3-IDLYxzD.html#13b24bb71a
** Bema ** 4 Oddzielne Pokoje ** 2 Pietro **;360000;Białystok;https://www.otodom.pl/pl/oferta/bema-4-oddzielne-pokoje-2-pietro-ID4e10O.html?
** Piasta ** 3 Oddzielne Pokoje **;330000;Białystok;https://www.otodom.pl/pl/oferta/piasta-3-oddzielne-pokoje-ID4dJr8.html?
Młynowa, apartamentowiec z pieknym widokiem!;650000;Białystok;https://www.otodom.pl/pl/oferta/mlynowa-apartamentowiec-z-pieknym-widokiem-ID4dT5j.html?
3 pokojowe Centrum z pieknym widokiem na panorame miasta;315000;Białystok;https://www.olx.pl/d/oferta/3-pokojowe-centrum-z-pieknym-widokiem-na-panorame-miasta-CID3-IDLfvLX.html#13b24bb71a
Kameralne osiedle **WYZSZY STANDARD** POLECAM;479000;Białystok;https://www.otodom.pl/pl/oferta/kameralne-osiedle-wyzszy-standard-polecam-ID4e27N.html?
NOWE (2021r.) Gotowe do wejscia 39m2 + ogrodek;385000;Białystok;https://www.otodom.pl/pl/oferta/nowe-2021r-gotowe-do-wejscia-39m2-ogrodek-ID4dQpk.html?
Super Cena ... Doskonała lokalizacja ...;484900;Białystok;https://www.otodom.pl/pl/oferta/super-cena-doskonala-lokalizacja-ID4e1T1.html?
**Mieszkanie z garazem i komorka lokatorska**;429000;Białystok;https://www.otodom.pl/pl/oferta/mieszkanie-z-garazem-i-komorka-lokatorska-ID4e1Xp.html?
Mieszkanie dwupokojowe - swiezo po remoncie;289000;Białystok;https://www.otodom.pl/pl/oferta/mieszkanie-dwupokojowe-swiezo-po-remoncie-ID4cIZ5.html?
Doskonała lokalizacja pod inwestycje!;285000;Białystok;https://www.otodom.pl/pl/oferta/doskonala-lokalizacja-pod-inwestycje-ID4c6MA.html?
** Dolina Cisow ** Stan Deweloperski * Cegła 2021r;279000;Białystok;https://www.otodom.pl/pl/oferta/dolina-cisow-stan-deweloperski-cegla-2021r-ID4bTuo.html?
** Centrum Miasta ** Apartament z 2021r **;465000;Białystok;https://www.otodom.pl/pl/oferta/centrum-miasta-apartament-z-2021r-ID4cSpv.html?
Nowowarszawska ** Apartament z 2021r **;369000;Białystok;https://www.otodom.pl/pl/oferta/nowowarszawska-apartament-z-2021r-ID4e1y5.html?
58 m2 * Lesna Dolina * Parter * 3 pokoje * Cegła;469000;Białystok;https://www.otodom.pl/pl/oferta/58-m2-lesna-dolina-parter-3-pokoje-cegla-ID4d0G9.html?
2 Balkony! ** Centrum Miasta **;265000;Białystok;https://www.otodom.pl/pl/oferta/2-balkony-centrum-miasta-ID4dAG2.html?
Mieszkanie os. Nowe Miasto;425000;Białystok;https://www.olx.pl/d/oferta/mieszkanie-os-nowe-miasto-CID3-IDLtvR5.html#13b24bb71a
** Dwa Mieszkania ** Lipowa ** Pod Inwestycje **;899000;Białystok;https://www.otodom.pl/pl/oferta/dwa-mieszkania-lipowa-pod-inwestycje-ID4e1y6.html?
Wysoki Stoczek * 59,8 m2 * Do Remontu;305000;Białystok;https://www.otodom.pl/pl/oferta/wysoki-stoczek-59-8-m2-do-remontu-ID4aDZN.html?
** Dwupokojowe, po remoncie, III pietro, cegła **;315000;Białystok;https://www.otodom.pl/pl/oferta/dwupokojowe-po-remoncie-iii-pietro-cegla-ID4ckid.html?
*** Blisko Centrum *** Os. Sienkiewicza *** 48,5m2;360000;Białystok;https://www.otodom.pl/pl/oferta/blisko-centrum-os-sienkiewicza-48-5m2-ID4dXTf.html?
***Nowe budownictwo*** Komorka w cenie*** Garaz***;459999;Białystok;https://www.otodom.pl/pl/oferta/nowe-budownictwo-komorka-w-cenie-garaz-ID4dvzv.html?
DOJLIDY ul. WIEWIORCZA mieszkanie 2 pok. I pietro+OGRODEK, GARAZ-opcja;205000;Białystok;https://www.olx.pl/d/oferta/dojlidy-ul-wiewiorcza-mieszkanie-2-pok-i-pietro-ogrodek-garaz-opcja-CID3-IDLlI6I.html#13b24bb71a
Dwupokojowe na drugim pietrze, Nowe Miasto;289000;Białystok;https://www.otodom.pl/pl/oferta/dwupokojowe-na-drugim-pietrze-nowe-miasto-ID4dsO2.html?
APARTAMENTY JAGIELLONSKIE 46,26 m2 przepiekne mieszkanie VI p. + garaz;469000;Białystok;https://www.olx.pl/d/oferta/apartamenty-jagiellonskie-46-26-m2-przepiekne-mieszkanie-vi-p-garaz-CID3-IDKdlwT.html#13b24bb71a
* Białostoczek * Apartament 140m2 * duzy taras !;1100000;Białystok;https://www.otodom.pl/pl/oferta/bialostoczek-apartament-140m2-duzy-taras-ID47Mqs.html?
Gotowe do zamieszkania *** Balkon *** Centrum;349000;Białystok;https://www.otodom.pl/pl/oferta/gotowe-do-zamieszkania-balkon-centrum-ID4cY7F.html?
** Apartamenty Kopernika ** Stan Deweloperski **;385000;Białystok;https://www.otodom.pl/pl/oferta/apartamenty-kopernika-stan-deweloperski-ID4dC6u.html?
Piekne mieszkanie w zaciszu. Ignatki ul.Przejezdna;429000;Białystok;https://www.otodom.pl/pl/oferta/piekne-mieszkanie-w-zaciszu-ignatki-ul-przejezdna-ID4c1bW.html?
Hel - Nowa Inwestycja Apartamenty z basenem;663244;Warszawa;https://www.olx.pl/d/oferta/hel-nowa-inwestycja-apartamenty-z-basenem-CID3-IDLtoT2.html#d69fe08437
Sprzedam wynajete, wyposazone mieszkanie inwestycyjne na Ursynowie;1050000;Warszawa;https://www.olx.pl/d/oferta/sprzedam-wynajete-wyposazone-mieszkanie-inwestycyjne-na-ursynowie-CID3-IDMkViV.html#d69fe08437
Inwestycja Najem Krotko. Warszawa Aleje Jerozolimskie 11 mikroapart.;2688000;Warszawa;https://www.olx.pl/d/oferta/inwestycja-najem-krotko-warszawa-aleje-jerozolimskie-11-mikroapart-CID3-IDMhp1m.html#d69fe08437
MIESZKANIE - Mokotow - 65m2 - 3 pokoje - BLISKO METRA;839000;Warszawa;https://www.olx.pl/d/oferta/mieszkanie-mokotow-65m2-3-pokoje-blisko-metra-CID3-IDMgG9S.html#d69fe08437
Przestronne i słoneczne 60m2 trzy minuty pieszo do Metra Ursynow;695000;Warszawa;https://www.olx.pl/d/oferta/przestronne-i-sloneczne-60m2-trzy-minuty-pieszo-do-metra-ursynow-CID3-IDL6nUj.html#d69fe08437
